DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	size
G000968435	2727337
G000968455	1502024
G000968465	1493666
G000968535	4796711
G000969305	2410835
G000969415	4465063
G000969445	3497719
G000969605	6319576
G000969645	4726850
G000969705	5558097
G000969835	6486757
G000969885	3127379
G000969905	4563885
G000969925	3130228
G000969945	4553495
G000969965	4137337
G000969985	4907186
G000970005	3914091
G000970025	4574907
G000970045	4211468
G000970065	4487566
G000970085	5017558
G000970125	4941115
G000970145	5427890
G000970165	4096482
G000970185	4066551
G000970205	4142816
G000970245	4166241
G000970265	4139808
G000970285	5018607
G000970305	4560446
G000970325	2394636
G000970345	6203810
G000970395	545458
G000970455	4136371
G000970465	5750119
G000970675	3392047
G000970685	3604247
G000970735	1717379
G000970775	2116151
G000970795	1815047
G000970855	2020254
G000970885	4441410
G000970895	822563
G000971055	4631488
G000971275	4519556
G000971295	3859784
G000971975	7495641
G000972245	5313985
G000972495	6356977
G000972575	2826849
G000972765	4001000
G000972805	2337820
G000972865	3891720
G000972925	4517831
G000972995	2930706
G000973005	2911002
G000973065	6228153
G000973085	1330224
G000973105	5521712
G000973505	749321
G000973545	773940
G000973625	2026292
G000973725	5462537
G000974245	5978827
G000974365	4921400
G000974425	7029352
G000974445	10698154
G000974765	3217375
G000974785	5693518
G000975095	2790392
G000975265	3215823
G000978555	1869610
G000978935	4068199
G000978945	4073967
G000978955	4061965
G000979015	3981997
G000979095	4003619
G000979105	4049464
G000979125	4072647
G000979185	3989219
G000979455	4074625
G000979515	4076107
G000979555	4078931
G000979575	4043214
G000979675	4095685
G000979745	4005945
G000979755	4121503
G000979815	4075275
G000979825	4091268
G000979845	4034156
G000979855	4053560
G000979895	3968247
G000979995	4006860
G000980375	2054369
G000980455	2061532
G000980495	2171676
G000980515	2770805
G000980655	1883603
G000980735	1246945
G000980745	1015675
G000980755	1286841
G000980765	1092295
G000980815	2451810
G000980835	2354065
G000980875	3536703
G000980895	3933945
G000981035	3203641
G000981225	5892467
G000981505	1356428
G000981525	2503066
G000981545	3969942
G000981645	2891733
G000981705	2806369
G000981725	2503279
G000981765	2495242
G000981785	4294213
G000982415	4312119
G000982715	5922748
G000982825	4663565
G000983115	2944717
G000986655	3634690
G000986785	5182058
G000987385	3286556
G000987765	3746433
G000987775	4127744
G000987835	2217891
G000988095	3943087
G000988325	6075891
G000989195	1113702
G000989245	822284
G000989255	1082737
G000989305	809864
G000989325	814831
G000989435	1022173
G000989525	987212
G000989565	1259947
G000989595	853681
G000989635	1433016
G000989665	630931
G000989675	612802
G000989685	857882
G000989705	652879
G000989765	860025
G000989775	617993
G000989825	853245
G000989845	864377
G000989855	854205
G000989865	846109
G000989925	866710
G000989955	1486996
G000989975	1602776
G000990005	845411
G000990025	617400
G000990055	678048
G000990085	670421
G000990125	615433
G000990145	443034
G000990275	768413
G000990305	707712
G000990325	767161
G000990355	1102395
G000990445	962621
G000990465	1019220
G000990485	860762
G000990495	786426
G000990505	970220
G000990515	1375995
G000990565	1118955
G000990595	970462
G000990665	600176
G000990725	988286
G000990805	978783
G000990885	1167397
G000990945	1222490
G000990965	651317
G000990985	629503
G000991025	754300
G000991135	994505
G000991185	619203
G000991205	798870
G000991245	1047167
G000991265	711267
G000991285	670169
G000991295	830276
G000991325	1028436
G000991335	788514
G000991385	1066294
G000991405	803389
G000991445	679157
G000991485	792414
G000991495	782621
G000991525	753525
G000991535	548054
G000991575	1070204
G000991645	1005841
G000991655	786678
G000991725	851196
G000991735	799418
G000991815	819859
G000991845	808426
G000991855	1082456
G000991925	861834
G000991935	1114821
G000991965	1109710
G000991975	567236
G000992005	779691
G000992015	716262
G000992085	864631
G000992095	711694
G000992125	1037017
G000992135	629842
G000992155	889915
G000992165	825775
G000992205	794606
G000992255	843974
G000992285	962636
G000992305	1051759
G000992325	935829
G000992345	674362
G000992365	1099626
G000992375	1379854
G000992395	1036782
G000992445	1033177
G000992485	651339
G000992505	710589
G000992565	938859
G000992575	1387850
G000992605	781735
G000992615	1387108
G000992645	1165062
G000992665	1382032
G000992685	674527
G000992695	1233900
G000992725	799050
G000992745	1350364
G000992765	1388361
G000992775	993453
G000992825	713546
G000992905	780124
G000992925	962353
G000992955	805324
G000993015	921119
G000993025	1038907
G000993085	1296192
G000993105	671846
G000993115	903868
G000993135	723914
G000993185	858341
G000993275	1098928
G000993305	863590
G000993335	849023
G000993365	1358087
G000993375	670290
G000993405	1514276
G000993415	735048
G000993445	750642
G000993485	1222923
G000993535	1164937
G000993565	899311
G000993595	1324263
G000993615	1308673
G000993695	987732
G000993785	5961401
G000993805	1611988
G000993845	752222
G000993865	561498
G000993875	803977
G000993925	952539
G000993955	602347
G000994025	643640
G000994085	930281
G000994095	1024051
G000994165	899336
G000994225	628644
G000994285	575728
G000994305	708509
G000994325	636934
G000994355	683418
G000994385	788285
G000994395	905771
G000994465	647370
G000994485	632841
G000994515	684009
G000994545	1035471
G000994565	820606
G000994625	576032
G000994635	654024
G000994655	1124729
G000994675	760742
G000994705	548500
G000994785	774560
G000994805	548203
G000994815	712044
G000994825	620476
G000994865	749863
G000994895	1087915
G000994995	637327
G000995065	1123966
G000995125	608519
G000995135	969910
G000995155	786985
G000995215	910236
G000995235	861783
G000995285	836375
G000995295	1035436
G000995395	1076678
G000995475	629643
G000995565	1071934
G000995585	585797
G000995625	754116
G000995665	1188894
G000995715	744997
G000995735	803342
G000995795	572230
G000995805	723780
G000995845	749988
G000995865	552476
G000995915	1025655
G000995945	694019
G000995965	1141452
G000995995	954236
G000996025	637511
G000996035	728949
G000996085	944541
G000996105	978289
G000996165	729641
G000996185	832851
G000996205	760931
G000996245	1222335
G000996275	1138813
G000996315	627513
G000996355	1066372
G000996445	672529
G000996475	541352
G000996505	1023535
G000996525	793278
G000996555	1070928
G000996605	840363
G000996615	773748
G000996635	767859
G000996665	674282
G000996685	901099
G000996695	940304
G000996715	1252137
G000996735	757774
G000996765	915262
G000996785	496224
G000996895	837228
G000996965	1035364
G000996975	533306
G000996985	461027
G000997025	726676
G000997055	771743
G000997065	915589
G000997105	765206
G000997135	676991
G000997145	848675
G000997185	1117134
G000997225	1031080
G000997345	586140
G000997355	938148
G000997385	1055662
G000997405	548199
G000997445	911173
G000997475	731091
G000997505	921819
G000997545	705146
G000997565	639386
G000997575	921360
G000997595	999614
G000997615	755771
G000997645	555791
G000997715	676385
G000997745	751963
G000997795	625951
G000997825	689365
G000997865	770780
G000997875	879042
G000997945	1032611
G000997955	741021
G000998025	964574
G000998045	1077788
G000998065	816353
G000998105	942035
G000998125	962773
G000998135	1244279
G000998145	835093
G000998185	813650
G000998195	745743
G000998235	1325052
G000998275	730827
G000998315	543986
G000998395	544781
G000998425	678769
G000998465	687683
G000998475	962673
G000998515	904718
G000998545	1084784
G000998555	782405
G000998635	1137899
G000998705	887205
G000998715	1027882
G000998805	929441
G000998845	657246
G000998865	1076430
G000998905	687679
G000998935	757207
G000998975	654613
G000999025	971252
G000999035	1071720
G000999065	707442
G000999085	707203
G000999145	675871
G000999165	1006764
G000999175	610871
G000999185	735946
G000999255	1301823
G000999305	849134
G000999315	1204769
G000999325	586558
G000999365	1148067
G000999385	855823
G000999395	939924
G000999405	864654
G000999445	1321605
G000999475	641067
G000999505	866613
G000999585	856514
G000999595	1196777
G000999665	589445
G000999675	547727
G000999715	878791
G000999765	657375
G000999805	747913
G000999865	562144
G000999925	727539
G000999945	671769
G000999965	1082319
G001000005	578477
G001000025	577627
G001000035	658091
G001000065	1129123
G001000105	683696
G001000125	1093919
G001000145	834086
G001000185	569750
G001000205	700617
G001000215	891856
G001000245	1035077
G001000285	830483
G001000305	860711
G001000315	801703
G001000345	1065608
G001000385	603817
G001000395	1137406
G001000435	1215815
G001000465	656263
G001000475	760225
G001000505	845893
G001000585	796520
G001000595	686921
G001000625	872515
G001000665	1089432
G001000675	922656
G001000705	839128
G001000745	754272
G001000795	1063161
G001000815	892036
G001000865	860944
G001000945	955726
G001000955	1245242
G001000965	1090004
G001001005	899933
G001001045	596129
G001001055	858244
G001001115	457184
G001001125	1101807
G001001155	743098
G001001205	1135682
G001001285	755799
G001001305	1288159
G001001345	888454
G001001365	856977
G001001375	914308
G001001425	850953
G001001445	948370
G001001455	758139
G001001485	894216
G001001525	1151890
G001001555	813806
G001001575	977514
G001001625	759973
G001001635	803568
G001001645	1024038
G001001655	874653
G001001705	842361
G001001715	796582
G001001795	657337
G001001845	778802
G001001885	1147980
G001001925	723952
G001001935	648285
G001001955	1085662
G001002005	599556
G001002015	542483
G001002035	811688
G001002095	560230
G001002165	507511
G001002185	735804
G001002205	677888
G001002285	913836
G001002295	824487
G001002325	998151
G001002345	735413
G001002355	630562
G001002405	692671
G001002415	674048
G001002455	733713
G001002485	699982
G001002525	1009164
G001002565	1061317
G001002585	887803
G001002605	1095642
G001002655	749932
G001002765	1055601
G001002785	648697
G001002795	972143
G001002845	561060
G001002885	711732
G001002965	1074186
G001003045	1330629
G001003065	918381
G001003085	810933
G001003095	966110
G001003155	883773
G001003165	826033
G001003225	773986
G001003245	661848
G001003265	584168
G001003305	718397
G001003325	645285
G001003345	1141788
G001003385	709943
G001003415	958668
G001003425	1015306
G001003465	859050
G001003525	569550
G001003585	933366
G001003605	1027221
G001003645	738926
G001003675	890700
G001003705	1259749
G001003725	1067676
G001003755	959638
G001003785	673821
G001003805	621941
G001003845	575392
G001003855	871566
G001003905	669716
G001004005	909954
G001004025	1288393
G001004055	660836
G001004105	675076
G001004225	1115935
G001004265	711659
G001004285	744758
G001004305	603276
G001004355	610782
G001004375	760397
G001004435	701044
G001004445	711474
G001004485	812404
G001004575	705709
G001004665	596207
G001004735	1026727
G001004755	605084
G001004775	1229871
G001004835	1056486
G001004905	704490
G001004965	754948
G001004985	567894
G001005015	674237
G001005035	661360
G001005085	10014215
G001005145	7567836
G001005175	5187616
G001005215	3158922
G001005265	1725728
G001005305	4031603
G001005315	5356465
G001005825	5880273
G001005905	2778379
G001006045	1770093
G001006065	5610811
G001006085	1198142
G001006305	6459122
G001006805	9172134
G001007025	1228125
G001007045	1228523
G001007065	1228579
G001007085	1228576
G001007105	1228123
G001007125	1229887
G001007145	1228126
G001007605	1917994
G001007625	2271413
G001007635	2209101
G001007665	2129964
G001007875	3962284
G001007935	4067838
G001007995	3236984
G001008165	3475106
G001008755	2025875
G001010185	1829655
G001010245	1822484
G001010285	5147098
G001010485	1473548
G001010805	3481669
G001010945	2887216
G001011035	8039333
G001011155	5119813
G001012655	1614827
G001012675	1667743
G001012735	1541635
G001012745	1624754
G001012775	6215362
G001012815	4811405
G001012825	6634505
G001013375	3001027
G001013905	8122491
G001014615	6052475
G001014645	3945173
G001015055	5693818
G001017125	2489717
G001017175	6472445
G001017435	6476147
G001017485	3795691
G001017615	2337451
G001017655	2949723
G001020565	4050606
G001020585	4665268
G001020955	2969361
G001020985	3474226
G001021025	2692072
G001021045	2721226
G001021065	2419437
G001021085	1192232
G001021165	2274557
G001021385	6177406
G001021495	6539988
G001021505	5109749
G001021555	2835898
G001021715	3074987
G001021935	4561137
G001021975	4633632
G001022135	6166452
G001022195	7227285
G001023575	2461858
G001025035	3316799
G001025155	2021974
G001025175	2269415
G001026905	4475311
G001026945	2338645
G001026985	4094629
G001027005	4501171
G001027025	2169170
G001027285	12489432
G001027545	1588979
G001027745	5040634
G001027865	2397977
G001027925	7433200
G001027945	3419821
G001028025	5014239
G001028525	1412688
G001028545	1614423
G001028585	2422062
G001028605	1129905
G001028625	2885033
G001028645	2503265
G001028705	3863562
G001029265	1365714
G001029285	4637866
G001029295	5306296
G001029445	5078735
G001029455	5536932
G001029505	3187461
G001029635	984447
G001029675	1049888
G001029715	853053
G001029795	602646
G001029935	3091145
G001037925	3540164
G001038205	2457363
G001038425	3389443
G001038485	3979837
G001038505	5563485
G001038565	4487412
G001038625	5752782
G001039045	2899876
G001039265	2339812
G001039275	6426326
G001039475	4256776
G001039555	4683052
G001039575	3804553
G001039615	4549724
G001039635	5880358
G001039735	1971838
G001040845	2661166
G001040865	3765436
G001040945	5509723
G001042405	1704859
G001042525	1859720
G001042545	1862322
G001042595	2635669
G001042635	3158347
G001042675	1890857
G001042695	1797862
G001042715	4207037
G001043175	3998597
G001043915	7425331
G001044175	2322762
G001044195	3645683
G001044235	7379520
G001044245	5710643
G001044335	1352914
G001044395	4721438
G001044495	1678166
G001044505	1404272
G001045435	3154203
G001045465	5202773
G001045525	4434773
G001045555	4453613
G001045675	3236325
G001046635	5313474
G001046855	5162321
G001046875	3809986
G001046955	5252390
G001047095	1485940
G001047115	1411864
G001047135	1685122
G001047215	2325749
G001047375	2735032
G001047695	1854727
G001049335	5350059
G001049355	6019325
G001049735	2888349
G001049775	1483295
G001049895	2843796
G001049915	3057334
G001050095	2712841
G001050115	3381292
G001050135	6158829
G001050215	3653524
G001050235	4438311
G001050255	4084597
G001050275	3687036
G001050305	3453086
G001050375	4549503
G001050435	3006812
G001050475	2590556
G001050535	4264973
G001050835	5961117
G001051235	4084870
G001051995	4171754
G001054195	2355597
G001054655	5826065
G001054945	2183634
G001055535	2266283
G001055885	1997176
G001056295	3154822
G001057055	2354316
G001062815	1993894
G001062845	1993133
G001063195	2653159
G001063255	2578695
G001063475	1830208
G001064655	1916549
G001064665	1899145
G001065625	1851057
G001065675	1844128
G001068545	2531263
G001070095	1916254
G001070855	1923996
G001074355	2419582
G001077715	1733840
G001077815	3226359
G001077885	5523519
G001078055	4820793
G001078275	4912977
G001078595	5037502
G001083795	8064387
G001122605	4215864
G001179925	1010421
G001179945	681366
G001180045	731292
G001180065	834822
G001180145	611592
G001180165	804609
G001180325	1443989
G001182045	2476884
G001182745	6459780
G001182825	1548621
G001182895	4191200
G001183545	4427922
G001183565	2358658
G001183965	4154233
G001184205	5114044
G001184755	6134829
G001185205	4594249
G001186405	2709324
G001187435	7055077
G001187555	3746057
G001187595	2803668
G001187615	2453828
G001187725	6986486
G001187785	3675202
G001187845	3264628
G001187865	4256263
G001188365	5645302
G001188545	2855818
G001188915	2582931
G001189075	778726
G001189095	812017
G001189105	631749
G001189195	702407
G001189215	808014
G001189275	1993257
G001189295	11388132
G001189495	1739380
G001189535	3525271
G001189575	4759248
G001189915	6009835
G001189955	5297014
G001189965	5266109
G001190015	2843741
G001190745	2281652
G001190755	1641887
G001190785	3397304
G001190945	5420910
G001191005	6361416
G001192655	1686852
G001192795	3510630
G001192835	4514407
G001202015	3881015
G001202025	3818437
G001202035	3887441
G001205715	4342642
G001235865	3094736
G001242845	532684
G001243045	2542842
G001243895	3987368
G001244495	3453778
G001244545	3594189
G001244995	3105129
G001247715	3749125
G001247745	4464286
G001258055	4049567
G001261715	4494139
G001261735	4322346
G001261775	3511751
G001262015	3261806
G001262035	2414427
G001262055	2049088
G001262075	2925783
G001262495	3652908
G001262595	6299243
G001262605	6878816
G001262635	3944324
G001262715	1261374
G001263175	4350553
G001263205	12191466
G001263355	4135635
G001263395	1830060
G001263415	3178727
G001263615	4339100
G001263755	2563723
G001263795	3650535
G001264245	5686839
G001265075	2730646
G001266655	2191533
G001266675	2191529
G001266695	2191531
G001266715	2191533
G001266735	2191533
G001267155	1225519
G001267175	2494031
G001267535	4783533
G001267865	3071879
G001267925	4965474
G001267945	4468230
G001267955	4083414
G001269425	636137
G001269985	5387613
G001270065	4742254
G001270375	3988828
G001270745	7266157
G001270965	4962831
G001273385	1583813
G001273495	1510195
G001273775	4589485
G001273835	4141170
G001273895	4771590
G001274535	2444904
G001274715	6348994
G001274775	4312088
G001274875	1514561
G001274895	2769745
G001274915	4205350
G001274935	4603584
G001274945	4758570
G001275035	4295060
G001275135	3788330
G001275345	2854447
G001275395	7429720
G001275645	6427345
G001276545	1863535
G001276605	2813551
G001276615	3845602
G001276625	1313645
G001276715	7066705
G001277345	6198757
G001277855	5150736
G001277995	3033893
G001278035	4664213
G001278055	3958620
G001278075	8532592
G001278115	4533022
G001278705	4597707
G001278755	4215291
G001278805	5265521
G001279585	6706172
G001279695	9486712
G001279725	7812079
G001279985	10576888
G001280145	6957317
G001280225	638851
G001280435	3827241
G001280505	4149242
G001280515	3556543
G001280545	2475669
G001280565	3828023
G001280845	7479858
G001280865	3087076
G001280875	3189052
G001281045	1179577
G001281115	3851242
G001281175	1460240
G001281385	1714148
G001281405	1467695
G001281465	5578743
G001281505	1915154
G001281525	4866035
G001281695	4714744
G001282625	2824716
G001282665	3568817
G001282685	4578674
G001282725	3497276
G001282785	2835858
G001282905	5982226
G001282925	6296996
G001282945	1578404
G001283065	1638988
G001283625	951382
G001286805	1621211
G001291445	6210127
G001292585	14290418
G001292625	4049808
G001292705	4057827
G001293125	1860551
G001293165	1512449
G001293525	6142063
G001293545	3569367
G001293565	3441030
G001294205	4928951
G001294445	3733085
G001294455	4709832
G001294465	3303166
G001294525	6301904
G001294535	5079079
G001294685	2684812
G001294745	2618934
G001295265	4861744
G001295365	3873116
G001295775	3858517
G001295795	4232088
G001295845	6161026
G001295865	4843194
G001295905	5104122
G001295935	3450043
G001296005	5784559
G001296025	3253737
G001296055	4267112
G001296945	1233647
G001297025	2043356
G001297765	4602545
G001297905	2011828
G001298135	3579090
G001298265	5602085
G001298445	7094556
G001298465	1840041
G001298505	2337124
G001298575	10668107
G001298675	4190928
G001299455	1762219
G001299475	1920334
G001302225	2767360
G001302245	6452579
G001302425	1274958
G001302565	3918424
G001302585	11759770
G001302685	1135001
G001302725	1101969
G001302765	1418734
G001302805	1238975
G001302825	2020164
G001302835	2323720
G001302865	2338617
G001302985	543780
G001303045	3882126
G001303065	2741304
G001303105	4668865
G001303125	584570
G001303185	1116563
G001303225	2090507
G001303465	4458874
G001303565	1759043
G001303625	732023
G001303695	4010441
G001303705	2883088
G001303745	1416608
G001303785	2532789
G001303875	4344434
G001303955	5784682
G001304015	3074913
G001304035	2821327
G001304045	2576725
G001304075	2764529
G001304105	4241461
G001304155	1882756
G001304185	2559446
G001304255	1269144
G001304275	2952060
G001304315	2255062
G001304335	1676824
G001304345	912888
G001304365	1357456
G001304495	2320374
G001304505	4744439
G001304615	3268085
G001305055	3294149
G001305115	2997790
G001305135	3113981
G001305295	4568828
G001305515	6484983
G001305575	4265296
G001305595	7609458
G001305615	4147426
G001305655	2253500
G001305965	3771912
G001306055	3655684
G001306095	3676575
G001306115	4338330
G001306135	6140412
G001306145	3012066
G001306415	3883802
G001306455	4474039
G001306895	4471752
G001306995	3617426
G001307035	3639179
G001307195	3054269
G001307545	6254616
G001307765	3725379
G001307855	3554045
G001308005	2572932
G001308105	8251744
G001308145	2577731
G001308895	3103789
G001310225	3994770
G001310255	3475610
G001310275	7198456
G001310395	3174303
G001310455	5443264
G001310595	4329788
G001310615	4050148
G001310795	3008372
G001310815	6053738
G001310955	4718481
G001311035	3215420
G001311075	3453494
G001311175	2530740
G001311195	2542116
G001311215	1355137
G001311255	2248882
G001311355	3101821
G001311375	1593179
G001311565	2774183
G001311645	1814792
G001311725	1577546
G001311785	2420749
G001311825	3565101
G001311845	7092334
G001311885	2581434
G001311905	2222169
G001311925	4060997
G001311945	1176939
G001312005	4954151
G001312345	3696254
G001312505	3259449
G001312805	5987311
G001312845	3562239
G001312865	2062475
G001312925	5891134
G001313065	4694667
G001313185	2744707
G001313205	2595250
G001313225	2650200
G001314225	4827965
G001314305	4138297
G001314325	5748623
G001314545	3372780
G001314555	2690152
G001314745	3533026
G001314815	3800660
G001314865	5928357
G001314905	4694862
G001314945	1614522
G001314975	6487685
G001314995	6472489
G001315015	6587527
G001315205	5156544
G001315825	2387907
G001315945	2686643
G001315965	2627540
G001315985	2422819
G001316005	2076046
G001316025	2432793
G001316045	2214633
G001316065	1591049
G001316085	2519460
G001316125	2424311
G001316145	2415892
G001316225	1747526
G001316245	2443876
G001316265	2249042
G001316285	2286599
G001316305	4458961
G001316325	2451734
G001316435	2261881
G001317315	3738466
G001317345	1819157
G001317355	4510552
G001318295	915884
G001318345	7084828
G001318385	3569196
G001318405	2320599
G001321825	906655
G001321835	1722565
G001368755	1950408
G001368815	2925430
G001373415	4569428
G001375495	2633477
G001375555	3755739
G001375675	2849407
G001399455	4922047
G001399675	5044184
G001399695	1746790
G001399705	7798339
G001399755	2869005
G001399775	2338641
G001399795	1455689
G001399805	1931714
G001401455	1170628
G001401465	1171301
G001401475	1168210
G001401485	1169673
G001401775	4916416
G001401795	4715813
G001402795	5477812
G001402855	3122414
G001402875	3724841
G001402935	1731076
G001402945	1778901
G001403595	4261367
G001403615	5503198
G001403635	3732966
G001403735	3660824
G001403775	2232000
G001403795	3486999
G001403875	5924107
G001404055	5993248
G001404335	5545490
G001404455	3731704
G001404515	6901692
G001404695	2187920
G001405015	3449564
G001405375	2234797
G001405615	3567818
G001406335	3878672
G001406535	2660930
G001406595	2612019
G001406695	4283273
G001407835	1832315
G001408335	2999584
G001408515	3833324
G001411495	8605945
G001411945	3719274
G001412105	2413873
G001412125	3646477
G001412215	4895269
G001412345	2971898
G001412355	2085722
G001412365	3139690
G001412425	2936005
G001412545	1899676
G001412575	2948795
G001412595	6267305
G001412615	2023836
G001412655	6147290
G001413925	3260677
G001413955	4132279
G001413985	3894815
G001414235	1286787
G001414325	3610525
G001417755	8992127
G001417815	2693486
G001417955	7552315
G001418005	4373820
G001418015	3973985
G001418035	2848002
G001418105	4166348
G001418205	4189249
G001418245	2259819
G001418255	3203428
G001418335	9255252
G001418345	2437751
G001418415	8506297
G001418465	9783257
G001418475	9298634
G001418495	5542997
G001418575	8245423
G001418585	9868987
G001418655	10935515
G001418685	2331098
G001418715	2052483
G001418795	3111222
G001419695	6416915
G001419745	8744139
G001420005	3678290
G001420285	3813178
G001420315	5460905
G001420595	5315603
G001420645	3967762
G001420695	6279095
G001420715	5297592
G001420855	6227942
G001420915	4416600
G001420995	7205934
G001421015	5354277
G001421095	2516425
G001421175	1280797
G001421185	2121026
G001421285	3765831
G001421325	3715735
G001421505	3204003
G001421515	5680060
G001421565	4428049
G001421665	4822147
G001421705	4483623
G001421785	3231312
G001421805	3943835
G001421995	3733197
G001422145	3423974
G001422205	3926430
G001422215	5005286
G001422375	4645412
G001422405	6530331
G001422445	6735869
G001422605	5115519
G001423045	4022070
G001423105	3453774
G001423135	3953873
G001423185	3961764
G001423245	4415253
G001423365	3571516
G001423695	4157793
G001423765	3600029
G001423845	3871084
G001423865	6465042
G001423885	4105523
G001423945	4573096
G001423985	3801380
G001424025	3127470
G001424105	4318453
G001424145	3939915
G001424165	5387355
G001424265	4717897
G001424305	4753721
G001424385	3580776
G001424455	4368819
G001424485	4764686
G001424525	4456718
G001424545	4585682
G001424565	4355205
G001424585	3353784
G001424665	2940342
G001424685	4797175
G001424755	3814797
G001424785	6512927
G001424795	5239945
G001424905	3406696
G001424985	5345260
G001425085	3867359
G001425305	4265935
G001425325	3611286
G001425405	3462693
G001425465	5577040
G001425575	3908067
G001425785	6865017
G001425835	4798932
G001425865	5274600
G001425945	3425771
G001426185	4533613
G001426195	3911581
G001426225	4350923
G001426345	3919126
G001426375	8119172
G001426435	3839507
G001426485	3707866
G001426545	6501425
G001426665	6310811
G001426755	3575694
G001426925	2910897
G001426945	4741043
G001426965	3750538
G001427085	4801179
G001427145	3460379
G001427225	3441323
G001427385	4193379
G001427525	4022601
G001427625	5804683
G001427705	5812563
G001427795	5214697
G001427825	2789653
G001427865	3692460
G001427875	4397626
G001427915	4163945
G001427925	4984412
G001427985	3605744
G001428025	3974301
G001428065	3470999
G001428125	3845859
G001428255	4827303
G001428305	3637840
G001428365	3540433
G001428405	4548162
G001428435	3422365
G001428485	3347721
G001428505	4939208
G001428545	6147767
G001428565	5014917
G001428645	6756331
G001428745	4067614
G001428765	5139111
G001428805	3919167
G001428865	4212502
G001428895	6672097
G001429025	4578346
G001429255	4247614
G001429315	4415595
G001429395	5690728
G001429505	6609529
G001429555	4386361
G001429625	4407722
G001429685	4469718
G001429705	2591554
G001429805	7494243
G001429825	5803427
G001430705	1201385
G001430755	1248026
G001430805	1248181
G001430825	3569807
G001430845	1248112
G001430885	1247854
G001430905	1248180
G001431195	5002729
G001431315	2990285
G001431365	3775942
G001431405	3553658
G001431485	3374112
G001431505	3284859
G001431525	3029904
G001431535	3967734
G001431645	3923155
G001431705	1995738
G001431725	4757486
G001432185	3723955
G001432245	2822193
G001432305	3632663
G001433395	6989698
G001433455	2388527
G001433475	2335107
G001433765	2705076
G001433915	1868110
G001433995	2593269
G001434065	1910253
G001434225	2498521
G001434255	3261379
G001434275	2336411
G001434295	2373204
G001434315	1832229
G001434335	2078190
G001434365	1848461
G001434395	2815465
G001434475	2651315
G001434535	1880186
G001434555	1548566
G001434575	3133992
G001434665	2173857
G001434695	1590323
G001434705	2280237
G001434745	2336325
G001434815	2052598
G001434835	2918319
G001434845	2298009
G001434895	2751938
G001434915	2232918
G001434935	2686405
G001435035	3125880
G001435065	2122254
G001435095	2749197
G001435155	2541966
G001435195	2639652
G001435235	2605329
G001435295	3514998
G001435325	2009795
G001435345	1667627
G001435445	2746576
G001435475	2241837
G001435585	3309179
G001435695	1541412
G001435835	1898108
G001435935	2006512
G001435995	1479955
G001436045	1733578
G001436095	1807288
G001436115	1929842
G001436125	1926334
G001436135	2060676
G001436215	2058058
G001436225	2444304
G001436255	2854844
G001436275	2117633
G001436295	2559201
G001436315	1680526
G001436325	3136715
G001436385	2881963
G001436395	2054664
G001436415	1834154
G001436455	1610627
G001436475	2008484
G001436505	2269330
G001436555	1566789
G001436575	1906034
G001436595	3476170
G001436605	1289346
G001436645	1348606
G001436705	2459509
G001436735	1919106
G001436755	2407726
G001436775	1585076
G001436835	1900053
G001436865	1366073
G001436895	2218304
G001437015	1719821
G001437055	1646143
G001437075	1837953
G001437125	2362603
G001437205	2086969
G001437235	2126433
G001437355	1537173
G001437405	2260906
G001437425	1768499
G001437435	2070447
G001437585	2057128
G001437605	1764961
G001437625	1270387
G001437635	1001092
G001437665	1091054
G001437675	1450272
G001437695	1043961
G001437715	1121591
G001437755	924837
G001437825	1672064
G001437845	1101056
G001437855	1127841
G001437905	1121384
G001437955	1208227
G001437985	1159044
G001438005	1601779
G001438015	1459716
G001438045	2112289
G001438085	1907425
G001438125	1915951
G001438175	1723929
G001438225	1638910
G001438235	2763624
G001438245	1498937
G001438265	2799617
G001438305	1746953
G001438315	1139720
G001438385	1086213
G001438395	1080997
G001438425	1264266
G001438485	1029940
G001438495	1495089
G001438585	1469346
G001438605	2527476
G001438655	2038400
G001438695	1484857
G001438705	1334438
G001438725	2114096
G001438805	2698724
G001438845	2989578
G001438885	1629936
G001438895	740497
G001438925	1214420
G001438965	1262816
G001438985	1352430
G001439005	1543409
G001439025	1156631
G001439035	979010
G001439085	594391
G001439105	1209326
G001439115	2473267
G001439135	2834045
G001439205	1480518
G001439215	2086531
G001439225	1219432
G001439285	1030921
G001439295	1997685
G001439315	2408986
G001439355	994061
G001439525	1495089
G001439535	2980252
G001439585	3664835
G001439625	4898412
G001439635	4782966
G001439665	4292461
G001439915	4836444
G001439965	5308781
G001440405	8845258
G001440465	3881667
G001440475	8817291
G001440545	2419359
G001441165	3651382
G001441535	2902267
G001441615	4578348
G001441635	6063628
G001442515	6157384
G001442535	5765176
G001442615	6131579
G001442625	6517553
G001442785	6391889
G001442845	1602245
G001442855	2423295
G001442925	2592687
G001442935	2084925
G001443005	1815427
G001443365	1358434
G001443445	2479665
G001443455	2177275
G001443525	4091572
G001443565	3046979
G001443605	4812386
G001443675	3510797
G001444365	4337945
G001444405	4868993
G001444425	3345119
G001444445	2861432
G001446935	4522705
G001447195	4592999
G001447295	2337845
G001447335	4400034
G001447355	2809442
G001447805	3763866
G001447995	4434543
G001449105	5322177
G001449115	5345702
G001454945	3376475
G001455205	3307820
G001455825	942394
