DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	completeness
G000429065	99.66
G000429085	99.93
G000429105	99.88
G000429125	99.62
G000429145	99.66
G000429165	100.0
G000429205	100.0
G000429225	99.53
G000429265	100.0
G000429305	100.0
G000429325	99.4
G000429345	100.0
G000429365	99.89
G000429405	100.0
G000429425	100.0
G000429445	100.0
G000429465	100.0
G000429485	100.0
G000429525	98.8
G000429545	99.67
G000429565	100.0
G000429585	98.34
G000429605	99.84
G000429625	99.91
G000429645	100.0
G000429665	99.76
G000429685	98.66
G000429705	98.68
G000429725	98.68
G000429765	99.32
G000429785	98.72
G000429825	99.19
G000429845	99.77
G000429865	100.0
G000429885	95.79
G000429905	98.7
G000429925	99.33
G000429945	100.0
G000429965	100.0
G000429985	100.0
G000430005	98.82
G000430025	99.65
G000430045	97.92
G000430485	98.02
G000430505	99.09
G000430525	98.99
G000430545	99.33
G000430585	98.56
G000430605	100.0
G000430625	98.15
G000430645	99.62
G000430665	99.62
G000430685	98.26
G000430705	99.08
G000430725	99.14
G000430745	99.34
G000430765	99.32
G000430785	99.07
G000430805	99.96
G000430825	100.0
G000430845	100.0
G000430865	99.57
G000430885	99.91
G000430905	98.21
G000430995	99.19
G000431015	93.81
G000431035	99.19
G000431075	88.74
G000431095	98.1
G000431115	88.89
G000431135	98.1
G000431175	73.64
G000431195	98.52
G000431295	99.3
G000431315	91.88
G000431355	67.54
G000431415	100.0
G000431435	99.6
G000431455	87.66
G000431495	93.71
G000431515	95.62
G000431535	96.64
G000431555	87.18
G000431575	91.23
G000431615	97.99
G000431655	98.78
G000431695	97.57
G000431775	96.92
G000431835	98.2
G000431855	99.33
G000431875	98.66
G000431895	99.33
G000431915	96.15
G000431935	96.65
G000431955	98.66
G000431995	97.31
G000432055	97.91
G000432075	85.86
G000432115	98.46
G000432175	92.87
G000432215	98.08
G000432275	98.92
G000432315	96.58
G000432395	99.33
G000432435	97.99
G000432475	97.99
G000432515	95.48
G000432575	93.82
G000432615	98.14
G000432655	89.83
G000432755	97.99
G000432875	95.97
G000432935	98.92
G000432975	92.64
G000433015	97.75
G000433035	98.67
G000433095	88.03
G000433115	88.1
G000433155	97.99
G000433175	96.77
G000433215	95.27
G000433235	88.89
G000433255	91.57
G000433275	96.1
G000433295	98.66
G000433355	93.49
G000433375	62.07
G000433415	92.93
G000433455	94.66
G000433475	92.13
G000433515	89.37
G000433575	76.36
G000433635	98.66
G000433735	95.75
G000433755	76.67
G000433875	92.7
G000433915	74.6
G000433935	98.45
G000433955	93.18
G000433975	97.99
G000433995	100.0
G000434055	96.6
G000434095	97.86
G000434115	92.26
G000434135	93.41
G000434155	99.16
G000434195	77.54
G000434255	95.55
G000434295	79.7
G000434355	96.43
G000434395	98.88
G000434435	84.79
G000434455	97.21
G000434475	99.38
G000434515	88.4
G000434535	91.05
G000434675	94.62
G000434715	97.51
G000434735	97.94
G000434775	96.59
G000434815	96.88
G000434835	92.42
G000434855	98.12
G000434915	95.37
G000434955	97.13
G000434975	97.95
G000435035	95.28
G000435055	93.13
G000435075	95.95
G000435155	98.1
G000435175	78.12
G000435275	80.37
G000435335	97.76
G000435355	75.2
G000435395	94.41
G000435455	96.42
G000435475	98.39
G000435495	95.56
G000435555	88.09
G000435575	95.97
G000435595	94.76
G000435615	95.39
G000435635	97.45
G000435655	96.68
G000435715	97.61
G000435735	96.51
G000435775	75.58
G000435795	95.25
G000435815	93.28
G000435955	99.06
G000435995	85.27
G000436035	91.75
G000436055	81.54
G000436075	98.12
G000436095	97.88
G000436135	65.0
G000436155	91.16
G000436195	93.55
G000436215	97.27
G000436255	89.73
G000436275	89.47
G000436295	99.98
G000436395	95.07
G000436415	97.99
G000436435	94.39
G000436455	97.91
G000436475	94.48
G000436535	82.28
G000436595	97.72
G000436615	94.81
G000436635	98.6
G000436675	96.4
G000436695	96.62
G000436775	97.76
G000436795	86.41
G000436835	98.66
G000436855	82.37
G000436895	99.26
G000436915	94.92
G000436935	96.5
G000436995	95.02
G000437015	81.6
G000437055	100.0
G000437075	97.25
G000437175	98.81
G000437235	100.0
G000437255	94.3
G000437335	96.85
G000437375	90.6
G000437395	98.5
G000437435	88.03
G000437495	98.08
G000437535	94.43
G000437575	97.33
G000437615	98.11
G000437635	94.9
G000437655	88.03
G000437675	97.55
G000437715	100.0
G000437815	95.54
G000437835	97.58
G000437915	93.95
G000437975	97.65
G000437995	78.45
G000438015	92.23
G000438035	96.91
G000438095	97.99
G000438215	70.6
G000438275	94.94
G000438295	93.82
G000438335	94.09
G000438395	94.58
G000438415	91.57
G000438435	97.32
G000438455	90.15
G000438965	37.93
G000439065	99.32
G000439085	99.36
G000439105	100.0
G000439435	98.87
G000440115	100.0
G000441555	33.47
G000442255	95.8
G000442275	100.0
G000442315	87.05
G000442645	99.12
G000442905	98.98
G000443165	99.76
G000443975	99.81
G000443995	91.82
G000444055	98.82
G000444545	95.55
G000444565	82.17
G000444605	91.46
G000444645	63.93
G000444685	60.79
G000444705	62.09
G000444875	99.89
G000444995	99.6
G000445105	100.0
G000445125	99.48
G000445145	99.59
G000445205	91.37
G000445425	98.9
G000445445	100.0
G000445475	100.0
G000446015	99.26
G000447205	100.0
G000447225	97.18
G000447295	99.76
G000447315	98.94
G000447675	100.0
G000447755	93.01
G000447775	66.81
G000447795	91.82
G000447865	98.11
G000450985	100.0
G000452245	99.3
G000454045	99.94
G000454065	98.66
G000454725	99.49
G000455165	100.0
G000455225	99.4
G000455245	97.73
G000455265	97.29
G000455325	98.58
G000455345	99.62
G000455365	99.24
G000455385	99.03
G000455445	99.29
G000455485	98.12
G000455525	94.87
G000455605	99.29
G000455825	98.74
G000463075	99.07
G000463155	99.32
G000463345	99.37
G000463355	99.88
G000463505	99.29
G000463525	99.57
G000463665	98.14
G000463895	42.81
G000464455	99.3
G000464595	56.66
G000465555	99.98
G000466165	98.75
G000466245	100.0
G000466385	99.22
G000466425	100.0
G000466465	97.99
G000466565	99.37
G000466585	97.24
G000466805	98.42
G000466825	97.36
G000466945	98.25
G000466965	96.6
G000466985	88.19
G000467065	90.21
G000467125	99.55
G000467935	98.43
G000468015	97.99
G000468055	99.3
G000468115	99.28
G000468475	99.47
G000468495	100.0
G000468535	98.95
G000468615	99.67
G000468755	100.0
G000468815	100.0
G000468855	100.0
G000469135	99.33
G000469155	98.33
G000469305	97.88
G000469325	99.48
G000469345	98.28
G000469445	97.15
G000469465	98.28
G000469485	97.79
G000469545	98.91
G000469585	93.91
G000469625	98.77
G000469665	89.56
G000470655	97.13
G000470765	98.98
G000470775	98.73
G000470805	98.98
G000470825	98.98
G000471025	97.97
G000471045	98.1
G000471625	99.44
G000471645	96.89
G000471965	97.65
G000472185	99.09
G000472265	99.18
G000472285	99.24
G000472345	98.36
G000472385	99.35
G000472425	99.85
G000472485	99.97
G000472505	99.78
G000472605	99.76
G000472665	99.3
G000472805	99.19
G000472865	99.6
G000472905	99.2
G000473085	99.68
G000473125	100.0
G000473145	99.65
G000473205	99.82
G000473225	99.89
G000473245	98.36
G000473305	96.03
G000473365	100.0
G000473765	100.0
G000473865	98.99
G000473895	99.7
G000473995	99.19
G000474235	96.47
G000474615	99.18
G000474745	97.67
G000474945	100.0
G000475255	100.0
G000475335	100.0
G000475415	99.95
G000477435	94.41
G000477555	99.24
G000477935	99.67
G000477955	99.67
G000478195	99.74
G000478445	99.57
G000478585	100.0
G000478645	43.99
G000478685	45.56
G000478785	98.31
G000478825	99.56
G000478845	99.82
G000478885	100.0
G000478905	52.29
G000478965	98.8
G000478985	94.99
G000479045	98.88
G000480315	99.41
G000480335	99.33
G000482245	98.64
G000482325	98.57
G000482385	98.62
G000482465	100.0
G000482485	98.01
G000482545	99.77
G000482605	99.45
G000482705	99.46
G000482725	99.46
G000482745	100.0
G000482785	98.82
G000482805	99.15
G000482845	99.71
G000482865	100.0
G000483025	33.93
G000483125	100.0
G000483165	98.87
G000483485	100.0
G000484505	98.6
G000484535	98.29
G000484595	99.34
G000484635	96.21
G000484715	38.45
G000484935	74.27
G000484975	77.99
G000485155	48.28
G000485475	80.42
G000485495	68.92
G000485775	98.68
G000485815	99.45
G000485905	95.46
G000487995	98.28
G000488195	98.26
G000488215	99.28
G000488255	99.93
G000488275	99.18
G000488855	96.1
G000492175	99.33
G000493225	99.82
G000493735	99.45
G000493885	97.34
G000493945	88.32
G000493965	84.34
G000494005	26.72
G000494205	88.24
G000494225	84.18
G000494245	41.92
G000494755	100.0
G000495255	97.14
G000495435	86.92
G000495475	97.54
G000495495	95.58
G000495505	99.69
G000495535	93.03
G000495575	100.0
G000495615	97.06
G000495675	99.05
G000495695	97.08
G000495715	94.87
G000495735	99.05
G000495815	99.68
G000495855	99.51
G000495935	100.0
G000496075	98.58
G000496135	94.72
G000496175	95.51
G000496195	85.2
G000496215	85.0
G000496235	70.42
G000496435	99.18
G000496475	99.84
G000496595	96.45
G000496735	99.02
G000496835	99.33
G000496855	98.68
G000497205	99.38
G000497245	98.45
G000497405	92.98
G000497425	99.27
G000497445	97.6
G000497755	98.98
G000497815	61.45
G000498295	98.9
G000498355	99.98
G000498475	99.65
G000498495	99.65
G000498575	100.0
G000498655	100.0
G000498955	99.07
G000499365	99.01
G000499525	98.36
G000499765	98.13
G000499785	98.14
G000500045	100.0
G000500065	100.0
G000500935	98.12
G000500975	84.33
G000501015	92.04
G000501155	74.99
G000501215	92.33
G000501235	94.12
G000501275	81.96
G000501595	94.35
G000501615	91.37
G000501675	92.72
G000501695	89.58
G000501735	96.77
G000501755	76.2
G000501875	75.48
G000501895	90.05
G000501915	90.56
G000502095	71.22
G000503775	98.92
G000503835	77.43
G000503895	98.88
G000503915	65.9
G000504125	99.63
G000504145	98.36
G000504165	99.43
G000504185	99.1
G000504205	99.67
G000504225	99.53
G000504245	100.0
G000504285	100.0
G000504425	98.9
G000505545	98.68
G000505665	99.76
G000505725	99.69
G000506865	99.84
G000507245	100.0
G000507845	97.82
G000507865	98.59
G000508005	98.98
G000508025	98.98
G000508065	98.48
G000508085	99.01
G000508165	100.0
G000508185	99.93
G000508225	98.72
G000508325	98.84
G000508405	99.14
G000508625	97.77
G000508745	59.82
G000508965	100.0
G000509225	100.0
G000509365	98.42
G000509405	99.22
G000509875	86.08
G000510265	80.94
G000510425	98.94
G000510645	97.69
G000510805	99.12
G000511135	98.91
G000511175	97.2
G000511305	99.81
G000511355	99.82
G000511385	99.47
G000511405	99.62
G000511655	99.36
G000511775	96.04
G000511875	99.07
G000511935	99.34
G000511955	99.3
G000512205	100.0
G000512235	94.12
G000512295	97.5
G000512355	98.25
G000512675	77.96
G000512735	99.59
G000512895	99.94
G000512915	99.62
G000512955	100.0
G000513095	97.66
G000513115	96.58
G000513135	97.68
G000513215	99.86
G000513275	99.73
G000513295	99.88
G000513315	99.2
G000513475	50.0
G000513715	99.38
G000513735	90.15
G000513775	100.0
G000513855	100.0
G000513955	100.0
G000513975	99.39
G000515115	100.0
G000515235	99.46
G000515255	99.57
G000515275	100.0
G000515315	100.0
G000515335	98.66
G000515395	97.06
G000516515	100.0
G000516535	100.0
G000516555	100.0
G000516655	98.73
G000517025	98.26
G000517065	96.74
G000517085	100.0
G000517105	100.0
G000517385	95.94
G000517425	98.69
G000517445	94.55
G000517545	97.58
G000517565	98.77
G000517605	100.0
G000517625	100.0
G000518105	99.96
G000518185	100.0
G000518205	97.81
G000518225	96.54
G000518245	98.4
G000518265	100.0
G000518285	99.62
G000518305	99.25
G000518365	99.57
G000518485	99.67
G000518585	98.78
G000518665	98.9
G000518685	98.66
G000518705	99.84
G000518745	90.26
G000518765	99.66
G000518785	98.72
G000518805	99.84
G000518865	98.57
G000518985	99.36
G000519005	99.22
G000519045	99.61
G000519065	67.07
G000519105	99.46
G000519125	99.41
G000519165	99.32
G000519205	100.0
G000519265	99.38
G000519325	96.55
G000519345	78.28
G000520015	100.0
G000520495	93.45
G000520515	94.5
G000520555	97.94
G000520595	97.86
G000520615	98.09
G000520635	97.94
G000520755	99.85
G000520775	99.25
G000520795	99.85
G000520815	99.26
G000520955	99.62
G000520995	99.62
G000521175	99.44
G000521465	95.58
G000521485	97.85
G000521505	99.84
G000521565	100.0
G000521765	98.74
G000521785	98.24
G000521805	98.43
G000521865	98.49
G000522425	91.07
G000522445	81.43
G000522465	98.78
G000522985	98.35
G000523235	99.37
G000523275	98.58
G000523535	93.15
G000524335	99.19
G000524475	100.0
G000524575	99.24
G000525635	100.0
G000525655	99.32
G000525675	97.75
G000525775	98.58
G000525795	96.76
G000525875	97.38
G000525915	97.93
G000525955	95.84
G000525975	95.72
G000526155	98.32
G000526175	99.96
G000526195	100.0
G000526215	99.37
G000526235	98.65
G000526255	98.65
G000526275	99.3
G000526315	100.0
G000526375	98.31
G000526395	100.0
G000526415	97.58
G000526435	96.75
G000526455	99.4
G000526495	100.0
G000526515	99.23
G000526595	100.0
G000526635	99.51
G000526655	93.78
G000526675	98.36
G000526695	99.09
G000526715	99.39
G000526735	98.83
G000526855	99.62
G000526915	99.28
G000527015	99.43
G000527075	100.0
G000527095	99.59
G000527135	99.17
G000527155	96.54
G000527695	99.5
G000531125	96.48
G000550765	100.0
G000550785	99.34
G000550805	99.67
G000559025	97.54
G000559045	98.72
G000559085	100.0
G000564855	100.0
G000564995	100.0
G000565015	95.05
G000565075	100.0
G000565175	98.87
G000565195	95.74
G000565215	99.25
G000565255	99.88
G000565325	99.01
G000565345	97.57
G000566685	99.7
G000567965	99.45
G000568255	93.09
G000568405	95.13
G000568555	99.51
G000568675	98.47
G000568715	98.79
G000568735	97.98
G000568755	98.39
G000568775	98.74
G000568795	99.6
G000568815	100.0
G000576045	94.25
G000576125	100.0
G000576165	100.0
G000576305	98.13
G000576405	89.88
G000576425	98.54
G000576555	99.85
G000576575	99.28
G000576595	100.0
G000576635	100.0
G000577555	98.09
G000582705	97.69
G000582785	98.42
G000583135	88.96
G000583655	98.31
G000583675	99.46
G000583695	95.92
G000583775	99.24
G000583875	96.45
G000585155	99.19
G000585195	99.19
G000585215	99.94
G000585235	98.82
G000585255	98.36
G000585335	100.0
G000585355	98.88
G000585375	100.0
G000585395	99.73
G000585415	99.56
G000585495	100.0
G000585625	98.89
G000586015	83.83
G000586555	100.0
G000590475	99.8
G000590555	99.4
G000590865	97.3
G000590885	97.38
G000590925	97.94
G000591035	97.15
G000591055	99.57
G000591415	97.38
G000597725	99.62
G000597805	98.4
G000597865	100.0
G000598065	89.18
G000598465	93.49
G000598965	99.26
G000599385	99.26
G000599865	99.58
G000599885	100.0
G000599945	99.89
G000599985	98.87
G000600005	99.57
G000600335	93.22
G000600975	98.59
G000601455	97.38
G000601485	92.26
G000603945	100.0
G000607205	96.67
G000607225	97.18
G000607245	97.19
G000611675	99.65
G000612055	100.0
G000612125	99.73
G000612185	99.73
G000612225	99.68
G000612445	97.8
G000612485	98.18
G000612605	99.99
G000612625	98.84
G000612665	97.05
G000612685	98.99
G000612805	99.34
G000612825	100.0
G000612845	99.19
G000612865	100.0
G000613065	94.34
G000613185	99.51
G000613245	98.83
G000613285	92.48
G000613345	99.01
G000613505	96.72
G000613785	96.32
G000613805	98.67
G000613845	95.25
G000613925	98.06
G000614025	98.57
G000614065	95.35
G000614105	96.4
G000614145	98.41
G000614205	98.5
G000614355	92.91
G000614585	92.86
G000614975	99.16
G000615365	98.91
G000615445	98.04
G000615765	97.12
G000615805	98.91
G000615845	96.23
G000615905	99.3
G000615945	95.38
G000615975	98.41
G000616095	99.12
G000617865	100.0
G000617925	97.61
G000619785	99.45
G000619805	98.98
G000619845	100.0
G000619885	99.57
G000619905	100.0
G000619925	100.0
G000619945	100.0
G000619965	98.78
G000619985	99.63
G000620025	95.19
G000620045	99.57
G000620065	100.0
G000620085	100.0
G000620105	100.0
G000620125	99.3
G000620145	99.57
G000620165	99.44
G000620185	99.53
G000620225	100.0
G000620305	98.81
G000620425	100.0
G000620485	100.0
G000620565	99.19
G000620605	99.61
G000620625	100.0
G000620645	98.96
G000620665	98.45
G000620685	99.56
G000620705	99.48
G000620725	98.71
G000620765	99.11
G000620785	99.47
G000620885	99.45
G000620905	99.45
G000620925	99.55
G000620945	98.99
G000620965	99.69
G000620985	99.45
G000621005	99.88
G000621025	99.52
G000621125	99.67
G000621145	99.82
G000621165	100.0
G000621185	99.15
G000621325	99.6
G000621405	98.21
G000621425	96.79
G000621445	99.34
G000621465	99.57
G000621485	100.0
G000621505	100.0
G000621525	98.25
G000621545	99.66
G000621565	99.43
G000621605	99.96
G000621625	100.0
G000621665	96.82
G000621705	100.0
G000621725	99.63
G000621765	99.29
G000621805	98.63
G000621865	99.52
G000621905	100.0
G000621925	100.0
G000621965	100.0
G000621985	98.65
G000622005	99.66
G000622025	99.13
G000622045	100.0
G000622085	99.96
G000622125	100.0
G000622145	99.55
G000622185	99.71
G000622245	100.0
G000622325	99.68
G000622345	99.89
G000622365	99.36
G000622385	99.36
G000622405	99.68
G000622425	99.25
G000622895	91.65
G000626635	99.89
G000626675	99.32
G000632125	99.54
G000632455	100.0
G000632495	99.4
G000632515	99.44
G000632715	99.44
G000632805	100.0
G000632845	99.57
G000632985	97.47
G000633215	99.49
G000633375	99.65
G000633415	99.85
G000633455	97.61
G000633935	99.94
G000634355	53.86
G000634435	31.03
G000634595	59.78
G000634615	32.41
G000634635	59.59
G000634675	34.48
G000634855	62.77
G000635455	63.27
G000635515	57.07
G000635535	58.92
G000635575	35.19
G000635595	76.09
G000635715	88.29
G000635875	44.75
G000647675	99.36
G000647975	99.39
G000648015	99.63
G000648175	99.63
G000648515	99.87
G000648615	98.45
G000661895	98.68
G000661955	100.0
G000671395	98.52
G000681355	89.49
G000681495	99.39
G000682715	99.89
G000682755	99.35
G000682775	98.21
G000684975	99.17
G000685155	99.67
G000685215	100.0
G000685235	100.0
G000685275	99.65
G000685295	99.35
G000685315	99.68
G000685355	97.02
G000685395	99.03
G000685805	99.89
G000686005	100.0
G000686065	98.77
G000686125	97.32
G000686145	98.59
G000686505	100.0
G000686525	100.0
G000686565	96.82
G000686605	98.88
G000686625	99.84
G000686645	100.0
G000686665	100.0
G000686705	99.19
G000686725	97.93
G000686825	99.85
G000686845	98.95
G000686865	99.73
G000686885	99.65
G000686905	96.44
G000686945	99.93
G000686965	99.57
G000687145	94.44
G000687395	97.89
G000687415	97.89
G000687435	99.44
G000687515	99.52
G000687535	98.9
G000687555	99.37
G000687655	98.32
G000687675	99.52
G000687695	97.99
G000687715	99.63
G000687735	98.0
G000687795	99.0
G000687835	98.67
G000687875	100.0
G000687915	99.62
G000687955	99.16
G000687975	98.1
G000688015	97.87
G000688035	98.56
G000688095	100.0
G000688115	99.61
G000688235	100.0
G000688255	99.73
G000688295	99.4
G000688335	99.67
G000688375	99.32
G000688395	99.26
G000688415	99.67
G000688455	100.0
G000688475	100.0
G000688515	99.4
G000688615	100.0
G000688835	99.24
G000689175	91.64
G000689195	98.49
G000689255	99.53
G000689355	100.0
G000689375	73.39
G000689395	96.23
G000689415	99.98
G000689615	99.57
G000689635	99.57
G000689655	99.57
G000691225	97.32
G000691505	87.74
G000691545	100.0
G000691605	97.75
G000691645	100.0
G000691665	99.44
G000691685	100.0
G000691725	100.0
G000691745	100.0
G000691805	99.39
G000691865	98.47
G000694955	99.27
G000695055	96.73
G000695095	98.9
G000695235	99.56
G000695255	78.52
G000695795	99.47
G000695975	93.23
G000696095	99.94
G000696185	98.95
G000696325	95.63
G000696365	97.44
G000696485	99.86
G000696615	99.81
G000697965	99.96
G000698105	94.44
G000698125	95.41
G000698145	93.99
G000698185	95.36
G000698575	100.0
G000698595	99.19
G000698785	100.0
G000699505	99.42
G000699585	100.0
G000700845	99.19
G000700865	99.19
G000700885	99.19
G000700905	99.19
G000700925	99.19
G000701265	100.0
G000701305	99.59
G000701345	99.49
G000701365	100.0
G000701405	99.57
G000701425	99.57
G000701445	100.0
G000701465	100.0
G000701505	100.0
G000701545	99.76
G000701585	99.5
G000701625	99.52
G000701645	99.36
G000701665	99.33
G000701685	98.56
G000701705	100.0
G000701725	98.41
G000701905	87.3
G000701925	100.0
G000701945	100.0
G000701965	99.63
G000702005	100.0
G000702025	99.37
G000702045	98.82
G000702065	100.0
G000702085	99.52
G000702125	98.79
G000702145	99.52
G000702165	99.06
G000702225	97.77
G000702245	98.66
G000702265	99.58
G000702285	97.77
G000702305	99.68
G000702325	100.0
G000702425	98.78
G000702445	98.26
G000702465	98.58
G000702485	97.53
G000702505	98.18
G000702525	99.52
G000702545	100.0
G000702585	98.34
G000702665	100.0
G000702685	98.55
G000702765	97.97
G000702825	99.63
G000702845	98.73
G000702885	98.52
G000702945	99.11
G000703005	99.36
G000703065	99.33
G000703085	98.98
G000703125	100.0
G000703165	99.58
G000705255	98.15
G000705335	99.89
G000705555	99.93
G000706625	99.59
G000706645	98.85
G000706685	99.44
G000708045	100.0
G000708265	97.61
G000708545	99.18
G000708885	100.0
G000709085	96.0
G000709435	100.0
G000709555	67.38
G000709715	99.34
G000709735	96.64
G000709755	97.19
G000709775	96.67
G000709795	97.56
G000709815	97.09
G000709835	97.05
G000709855	97.09
G000709875	97.18
G000709935	99.41
G000710465	98.6
G000710505	100.0
G000710615	99.57
G000710735	96.27
G000710775	98.98
G000710935	100.0
G000711195	98.74
G000711215	97.39
G000711225	99.35
G000711235	100.0
G000711245	99.55
G000711295	99.21
G000711305	99.22
G000711315	99.39
G000711715	100.0
G000711725	99.5
G000711735	99.92
G000711795	99.91
G000711805	94.67
G000711825	98.73
G000711875	99.57
G000711885	99.15
G000711905	100.0
G000711955	99.64
G000711965	100.0
G000711975	98.64
G000711985	98.65
G000712035	99.43
G000712055	99.33
G000712275	99.68
G000712295	100.0
G000712315	99.68
G000712595	99.28
G000712635	99.82
G000714535	99.7
G000714545	99.7
G000714705	100.0
G000714715	92.42
G000714765	99.54
G000714815	100.0
G000714935	96.92
G000715015	99.59
G000715205	99.48
G000715475	99.34
G000715495	99.7
G000715505	99.39
G000715825	82.82
G000715895	86.55
G000715975	73.85
G000716215	94.07
G000716595	100.0
G000716675	99.89
G000716715	99.82
G000716755	100.0
G000716805	99.89
G000717025	99.93
G000717135	100.0
G000717175	99.47
G000717335	100.0
G000717345	99.91
G000717475	99.98
G000717715	99.47
G000717745	99.2
G000718005	100.0
G000718015	100.0
G000718025	99.47
G000718085	99.49
G000718095	99.75
G000718255	100.0
G000718315	99.89
G000718325	100.0
G000718475	100.0
G000718595	99.49
G000718635	99.38
G000718985	100.0
G000719025	98.65
G000719115	99.03
G000719135	95.46
G000719265	99.64
G000719275	99.75
G000719335	99.23
G000719515	100.0
G000719955	99.89
G000719975	100.0
G000720035	100.0
G000720335	99.22
G000720425	99.32
G000720455	99.58
G000720475	99.46
G000720925	100.0
G000720955	99.47
G000720965	100.0
G000721075	99.82
G000721105	100.0
G000721235	99.57
G000721265	99.23
G000721275	99.49
G000721445	98.84
G000722615	100.0
G000722635	99.14
G000722885	99.2
G000722915	84.47
G000723165	99.67
G000723185	100.0
G000723205	99.01
G000723405	99.3
G000723425	99.88
G000723465	98.63
G000723505	99.04
G000723525	98.67
G000723565	99.8
G000723585	99.33
G000723745	96.6
G000724145	85.11
G000724485	99.45
G000724545	99.5
G000724605	100.0
G000724625	93.98
G000724755	87.95
G000724775	99.34
G000725025	98.66
G000725035	98.66
G000725165	51.09
G000725175	59.32
G000725365	98.68
G000725405	100.0
G000725425	99.5
G000725485	99.47
G000725495	100.0
G000725795	100.0
G000729985	100.0
G000730245	98.9
G000730285	100.0
G000730365	99.56
G000730385	99.59
G000730405	99.56
G000730445	99.56
G000730475	95.02
G000731315	99.0
G000731795	49.25
G000731955	99.35
G000731985	99.57
G000732325	99.51
G000732535	98.01
G000732605	98.73
G000732625	98.54
G000732635	98.39
G000732725	97.99
G000732905	98.04
G000732925	100.0
G000732945	99.45
G000733125	97.63
G000733415	99.53
G000733475	99.01
G000733515	99.73
G000733585	99.34
G000733725	99.51
G000733765	98.82
G000733775	99.55
G000733855	99.18
G000733915	98.4
G000733925	99.67
G000733935	99.9
G000733945	99.57
G000734015	99.17
G000734035	100.0
G000734895	100.0
G000735045	94.87
G000735105	100.0
G000735135	100.0
G000735195	100.0
G000735345	99.66
G000735365	99.28
G000735455	100.0
G000735515	99.6
G000735585	99.18
G000735605	99.37
G000735695	95.65
G000736415	99.88
G000736515	100.0
G000737065	99.29
G000737315	100.0
G000737325	96.56
G000737335	96.45
G000737515	100.0
G000737535	99.46
G000737575	99.37
G000737595	100.0
G000737665	99.02
G000737695	99.65
G000737705	100.0
G000737765	99.93
G000737775	100.0
G000737845	94.97
G000737865	95.71
G000737945	74.17
G000737985	97.16
G000738005	99.14
G000738435	98.65
G000738775	99.66
G000738785	99.46
G000739065	99.52
G000739085	100.0
G000739375	100.0
G000739455	99.78
G000739475	100.0
G000739515	90.35
G000739535	89.41
G000739555	96.07
G000739575	95.63
G000739595	98.04
G000739615	99.86
G000739695	100.0
G000739715	97.78
G000739795	99.95
G000739895	99.66
G000739915	99.73
G000739935	98.85
G000739995	98.59
G000740015	99.66
G000740055	98.7
G000740095	99.62
G000740455	99.73
G000740655	81.03
G000740715	99.63
G000740785	98.08
G000740795	98.94
G000740805	66.07
G000740855	31.74
G000740865	65.81
G000741135	99.95
G000741165	100.0
G000741175	99.35
G000741205	99.33
G000741215	99.09
G000741255	96.23
G000741285	98.84
G000741525	97.03
G000741575	99.22
G000741645	99.62
G000741695	99.54
G000741705	98.86
G000741715	99.39
G000741765	99.09
G000741775	99.35
G000741785	99.71
G000741845	99.01
G000742095	96.28
G000742475	91.94
G000742835	83.52
G000743525	100.0
G000743535	99.37
G000743575	100.0
G000743635	98.34
G000743705	99.25
G000743715	98.79
G000743945	98.01
G000744105	99.67
G000744185	99.45
G000744225	100.0
G000744255	99.45
G000744275	99.43
G000744285	99.45
G000744375	99.45
G000744415	99.58
G000744435	98.63
G000744455	98.4
G000744465	99.68
G000744505	99.91
G000744515	100.0
G000744555	99.67
G000744655	99.47
G000744705	99.47
G000744735	99.26
G000744755	99.44
G000744775	97.82
G000744785	99.47
G000744815	100.0
G000744825	99.45
G000744835	99.65
G000744875	99.39
G000744885	97.81
G000744895	99.14
G000744935	97.93
G000744955	100.0
G000744995	99.51
G000745065	100.0
G000745125	99.45
G000745135	99.69
G000745175	99.58
G000745185	99.34
G000745265	99.67
G000745345	99.74
G000745395	99.44
G000745425	98.96
G000745455	96.61
G000745475	99.06
G000745485	99.2
G000745545	100.0
G000745655	99.9
G000745725	100.0
G000745735	99.71
G000745835	100.0
G000745845	98.66
G000745855	99.3
G000745895	100.0
G000745905	96.58
G000745915	97.88
G000745955	99.15
G000745965	100.0
G000745975	96.13
G000746015	99.28
G000746025	98.72
G000746035	99.8
G000746085	99.37
G000746095	98.34
G000746135	99.43
G000746155	99.63
G000746195	99.49
G000746205	99.3
G000746255	99.17
G000746275	100.0
G000746435	99.17
G000746525	99.68
G000746585	99.05
G000746645	100.0
G000746745	100.0
G000746765	86.89
G000746845	98.86
G000746875	99.26
G000747075	98.85
G000747095	98.37
G000747155	99.23
G000747315	98.64
G000747345	98.83
G000747525	100.0
G000747605	100.0
G000747625	90.97
G000747645	98.62
G000750005	99.44
G000750175	62.65
G000750515	97.83
G000750535	97.68
G000750635	99.33
G000750655	100.0
G000750955	96.96
G000751075	97.48
G000751295	99.02
G000751535	98.65
G000751555	98.6
G000751675	98.46
G000751775	98.68
G000752035	99.35
G000752095	99.06
G000752215	98.66
G000752395	96.68
G000752675	99.6
G000753355	99.17
G000753575	92.0
G000753715	99.49
G000753735	98.32
G000753795	99.46
G000753855	99.08
G000753865	99.85
G000753945	58.23
G000754095	99.2
G000754265	99.58
G000754275	99.09
G000754435	58.5
G000754445	85.63
