DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	coding density
G000429065	93.36
G000429085	87.67
G000429105	89.98
G000429125	86.77
G000429145	92.3
G000429165	85.94
G000429205	88.29
G000429225	85.59
G000429265	86.36
G000429305	87.67
G000429325	87.29
G000429345	89.44
G000429365	89.05
G000429405	90.96
G000429425	91.5
G000429445	88.69
G000429465	91.19
G000429485	89.05
G000429525	87.38
G000429545	86.62
G000429565	83.15
G000429585	86.46
G000429605	93.6
G000429625	90.26
G000429645	89.59
G000429665	90.63
G000429685	86.13
G000429705	84.2
G000429725	83.23
G000429765	90.4
G000429785	90.19
G000429825	86.25
G000429845	87.7
G000429865	89.59
G000429885	89.69
G000429905	87.36
G000429925	87.03
G000429945	83.95
G000429965	84.98
G000429985	87.56
G000430005	84.34
G000430025	90.72
G000430045	85.2
G000430485	87.88
G000430505	85.86
G000430525	85.88
G000430545	89.51
G000430585	87.09
G000430605	89.31
G000430625	84.99
G000430645	89.76
G000430665	86.87
G000430685	83.09
G000430705	89.04
G000430725	86.52
G000430745	85.89
G000430765	81.37
G000430785	78.03
G000430805	88.98
G000430825	88.61
G000430845	86.86
G000430865	89.54
G000430885	86.69
G000430905	88.1
G000430995	81.37
G000431015	90.19
G000431035	90.41
G000431075	89.7
G000431095	87.14
G000431115	89.45
G000431135	89.84
G000431175	88.65
G000431195	84.25
G000431295	87.1
G000431315	90.31
G000431355	87.67
G000431415	87.27
G000431435	86.74
G000431455	87.83
G000431495	88.57
G000431515	89.54
G000431535	89.95
G000431555	90.02
G000431575	87.07
G000431615	89.35
G000431655	91.19
G000431695	85.64
G000431775	89.77
G000431835	86.4
G000431855	85.77
G000431875	88.76
G000431895	88.08
G000431915	87.99
G000431935	82.91
G000431955	84.65
G000431995	85.03
G000432055	84.58
G000432075	88.67
G000432115	89.43
G000432175	86.49
G000432215	89.37
G000432275	89.34
G000432315	87.12
G000432395	92.73
G000432435	89.67
G000432475	90.81
G000432515	91.95
G000432575	89.54
G000432615	85.98
G000432655	91.91
G000432755	88.94
G000432875	86.88
G000432935	86.3
G000432975	89.62
G000433015	90.46
G000433035	90.91
G000433095	91.23
G000433115	88.68
G000433155	86.46
G000433175	85.76
G000433215	87.83
G000433235	91.81
G000433255	90.68
G000433275	86.67
G000433295	88.49
G000433355	89.61
G000433375	89.57
G000433415	87.42
G000433455	91.31
G000433475	89.1
G000433515	85.29
G000433575	90.95
G000433635	87.73
G000433735	91.76
G000433755	87.59
G000433875	91.62
G000433915	88.63
G000433935	88.63
G000433955	89.57
G000433975	89.56
G000433995	91.87
G000434055	90.41
G000434095	89.44
G000434115	88.81
G000434135	86.73
G000434155	90.81
G000434195	89.25
G000434255	89.44
G000434295	93.1
G000434355	91.84
G000434395	89.63
G000434435	88.21
G000434455	85.04
G000434475	79.74
G000434515	87.93
G000434535	86.72
G000434675	90.6
G000434715	91.47
G000434735	90.23
G000434775	86.38
G000434815	87.92
G000434835	91.63
G000434855	87.88
G000434915	90.23
G000434955	89.32
G000434975	87.16
G000435035	87.89
G000435055	85.5
G000435075	90.7
G000435155	85.0
G000435175	85.51
G000435275	86.89
G000435335	85.64
G000435355	89.4
G000435395	85.03
G000435455	86.6
G000435475	84.89
G000435495	87.54
G000435555	88.27
G000435575	84.0
G000435595	89.03
G000435615	90.17
G000435635	88.56
G000435655	87.33
G000435715	88.11
G000435735	89.52
G000435775	89.9
G000435795	88.31
G000435815	84.88
G000435955	84.51
G000435995	83.71
G000436035	89.26
G000436055	89.84
G000436075	86.35
G000436095	89.58
G000436135	89.92
G000436155	86.01
G000436195	89.18
G000436215	89.28
G000436255	90.95
G000436275	88.47
G000436295	90.15
G000436395	87.9
G000436415	87.95
G000436435	90.57
G000436455	86.28
G000436475	87.03
G000436535	85.01
G000436595	86.56
G000436615	89.51
G000436635	88.34
G000436675	87.79
G000436695	84.88
G000436775	85.55
G000436795	89.49
G000436835	90.56
G000436855	90.97
G000436895	91.28
G000436915	87.76
G000436935	87.93
G000436995	88.83
G000437015	87.88
G000437055	90.22
G000437075	87.86
G000437175	87.5
G000437235	91.37
G000437255	87.82
G000437335	91.78
G000437375	89.89
G000437395	90.69
G000437435	90.93
G000437495	89.75
G000437535	88.76
G000437575	90.38
G000437615	87.04
G000437635	89.74
G000437655	90.83
G000437675	83.01
G000437715	89.83
G000437815	88.3
G000437835	89.13
G000437915	90.53
G000437975	88.32
G000437995	90.14
G000438015	87.7
G000438035	90.04
G000438095	89.35
G000438215	86.13
G000438275	88.25
G000438295	90.71
G000438335	86.8
G000438395	89.92
G000438415	90.56
G000438435	85.74
G000438455	90.92
G000438965	93.93
G000439065	85.66
G000439085	86.62
G000439105	86.98
G000439435	88.54
G000440115	88.21
G000441555	87.52
G000442255	88.43
G000442275	91.16
G000442315	88.19
G000442645	89.63
G000442905	87.0
G000443165	90.59
G000443975	83.87
G000443995	92.72
G000444055	86.16
G000444545	87.4
G000444565	87.85
G000444605	87.57
G000444645	87.24
G000444685	88.5
G000444705	87.63
G000444875	87.42
G000444995	89.61
G000445105	89.96
G000445125	88.65
G000445145	89.35
G000445205	94.5
G000445425	91.56
G000445445	85.37
G000445475	92.38
G000446015	90.09
G000447205	89.46
G000447225	88.62
G000447295	80.41
G000447315	79.15
G000447675	88.47
G000447755	93.49
G000447775	91.74
G000447795	93.52
G000447865	86.88
G000450985	85.0
G000452245	86.56
G000454045	91.76
G000454065	86.71
G000454725	90.45
G000455165	92.47
G000455225	84.54
G000455245	88.96
G000455265	85.82
G000455325	91.35
G000455345	85.73
G000455365	85.82
G000455385	88.55
G000455445	84.23
G000455485	87.8
G000455525	89.99
G000455605	91.36
G000455825	92.92
G000463075	81.08
G000463155	87.54
G000463345	85.92
G000463355	87.37
G000463505	88.02
G000463525	89.78
G000463665	85.73
G000463895	88.14
G000464455	90.76
G000464595	86.2
G000465555	88.29
G000466165	86.69
G000466245	86.92
G000466385	83.0
G000466425	88.88
G000466465	86.92
G000466565	87.77
G000466585	87.16
G000466805	88.36
G000466825	89.06
G000466945	90.73
G000466965	88.79
G000466985	89.19
G000467065	86.68
G000467125	88.34
G000467935	87.43
G000468015	85.22
G000468055	93.54
G000468115	91.0
G000468475	90.03
G000468495	89.06
G000468535	89.93
G000468615	90.47
G000468755	87.65
G000468815	90.28
G000468855	88.69
G000469135	88.5
G000469155	92.82
G000469305	90.88
G000469325	86.08
G000469345	85.89
G000469445	84.87
G000469465	85.83
G000469485	91.86
G000469545	91.13
G000469585	93.11
G000469625	87.4
G000469665	71.72
G000470655	87.76
G000470765	92.45
G000470775	86.77
G000470805	92.49
G000470825	92.4
G000471025	91.12
G000471045	92.58
G000471625	83.97
G000471645	81.8
G000471965	94.57
G000472185	90.57
G000472265	86.28
G000472285	88.39
G000472345	85.37
G000472385	83.18
G000472425	84.13
G000472485	86.02
G000472505	90.46
G000472605	96.33
G000472665	87.59
G000472805	85.49
G000472865	83.44
G000472905	85.32
G000473085	88.48
G000473125	83.91
G000473145	88.05
G000473205	87.82
G000473225	89.21
G000473245	84.42
G000473305	93.31
G000473365	85.02
G000473765	87.14
G000473865	89.42
G000473895	78.75
G000473995	78.98
G000474235	85.93
G000474615	85.43
G000474745	92.82
G000474945	90.99
G000475255	90.85
G000475335	88.17
G000475415	89.72
G000477435	90.24
G000477555	90.96
G000477935	88.89
G000477955	88.74
G000478195	84.08
G000478445	72.6
G000478585	88.35
G000478645	84.64
G000478685	85.73
G000478785	87.78
G000478825	86.72
G000478845	88.24
G000478885	87.99
G000478905	68.11
G000478965	89.23
G000478985	90.89
G000479045	91.44
G000480315	86.4
G000480335	80.8
G000482245	84.51
G000482325	85.0
G000482385	87.94
G000482465	90.3
G000482485	84.3
G000482545	89.75
G000482605	82.45
G000482705	88.11
G000482725	81.58
G000482745	88.46
G000482785	89.8
G000482805	90.72
G000482845	71.54
G000482865	87.7
G000483025	80.22
G000483125	91.13
G000483165	91.35
G000483485	89.59
G000484505	84.45
G000484535	89.93
G000484595	83.04
G000484635	91.91
G000484715	86.62
G000484935	92.84
G000484975	90.32
G000485155	91.0
G000485475	82.12
G000485495	94.87
G000485775	82.92
G000485815	87.13
G000485905	94.8
G000487995	87.35
G000488195	83.05
G000488215	88.07
G000488255	85.46
G000488275	85.68
G000488855	87.1
G000492175	85.58
G000493225	86.71
G000493735	83.75
G000493885	89.39
G000493945	91.64
G000493965	88.0
G000494005	91.63
G000494205	90.48
G000494225	88.55
G000494245	91.74
G000494755	91.23
G000495255	72.22
G000495435	88.18
G000495475	85.63
G000495495	80.58
G000495505	92.37
G000495535	77.98
G000495575	87.37
G000495615	83.06
G000495675	88.91
G000495695	87.1
G000495715	86.21
G000495735	89.92
G000495815	89.7
G000495855	88.5
G000495935	89.29
G000496075	90.51
G000496135	88.14
G000496175	78.66
G000496195	78.88
G000496215	76.7
G000496235	83.98
G000496435	85.8
G000496475	90.47
G000496595	78.51
G000496735	86.94
G000496835	86.08
G000496855	82.95
G000497205	87.18
G000497245	84.13
G000497405	82.34
G000497425	85.91
G000497445	83.35
G000497755	90.16
G000497815	89.5
G000498295	90.41
G000498355	87.68
G000498475	91.28
G000498495	90.18
G000498575	87.71
G000498655	86.31
G000498955	82.31
G000499365	90.16
G000499525	86.33
G000499765	83.27
G000499785	90.75
G000500045	82.23
G000500065	86.75
G000500935	88.07
G000500975	82.42
G000501015	81.12
G000501155	80.21
G000501215	81.59
G000501235	83.02
G000501275	80.08
G000501595	82.72
G000501615	81.77
G000501675	81.02
G000501695	82.78
G000501735	83.51
G000501755	79.15
G000501875	80.15
G000501895	83.62
G000501915	84.26
G000502095	79.75
G000503775	88.01
G000503835	91.84
G000503895	86.59
G000503915	90.87
G000504125	84.13
G000504145	76.38
G000504165	81.11
G000504185	86.9
G000504205	87.55
G000504225	96.35
G000504245	89.26
G000504285	86.78
G000504425	85.36
G000505545	85.18
G000505665	90.27
G000505725	86.96
G000506865	87.89
G000507245	90.6
G000507845	84.73
G000507865	92.58
G000508005	90.67
G000508025	90.26
G000508065	92.14
G000508085	93.04
G000508165	89.5
G000508185	90.63
G000508225	75.11
G000508325	85.0
G000508405	85.7
G000508625	87.45
G000508745	80.66
G000508965	90.27
G000509225	90.46
G000509365	88.73
G000509405	89.29
G000509875	92.44
G000510265	55.82
G000510425	88.84
G000510645	86.93
G000510805	82.88
G000511135	86.56
G000511175	90.41
G000511305	89.77
G000511355	86.32
G000511385	88.86
G000511405	83.32
G000511655	83.36
G000511775	86.15
G000511875	90.32
G000511935	90.38
G000511955	83.54
G000512205	90.27
G000512235	87.2
G000512295	89.88
G000512355	88.28
G000512675	78.22
G000512735	95.84
G000512895	85.64
G000512915	88.86
G000512955	88.9
G000513095	84.15
G000513115	84.95
G000513135	84.18
G000513215	87.53
G000513275	86.2
G000513295	91.74
G000513315	73.5
G000513475	87.73
G000513715	86.15
G000513735	83.84
G000513775	83.06
G000513855	88.47
G000513955	89.38
G000513975	89.88
G000515115	86.19
G000515235	89.33
G000515255	87.63
G000515275	90.17
G000515315	92.82
G000515335	88.08
G000515395	90.63
G000516515	84.73
G000516535	90.0
G000516555	87.1
G000516655	88.98
G000517025	82.83
G000517065	87.18
G000517085	86.47
G000517105	79.35
G000517385	81.84
G000517425	82.86
G000517445	91.66
G000517545	88.02
G000517565	94.07
G000517605	87.25
G000517625	84.43
G000518105	78.99
G000518185	80.45
G000518205	89.32
G000518225	94.37
G000518245	88.54
G000518265	87.92
G000518285	88.92
G000518305	88.93
G000518365	89.6
G000518485	91.33
G000518585	87.72
G000518665	88.44
G000518685	90.92
G000518705	87.18
G000518745	82.13
G000518765	87.21
G000518785	88.05
G000518805	87.06
G000518865	85.04
G000518985	89.61
G000519005	91.29
G000519045	92.39
G000519065	80.18
G000519105	91.0
G000519125	88.27
G000519165	85.62
G000519205	87.98
G000519265	88.29
G000519325	89.32
G000519345	79.91
G000520015	86.03
G000520495	85.04
G000520515	87.9
G000520555	86.55
G000520595	87.42
G000520615	88.74
G000520635	85.98
G000520755	85.14
G000520775	86.66
G000520795	85.27
G000520815	85.39
G000520955	87.18
G000520995	88.2
G000521175	75.82
G000521465	85.5
G000521485	83.5
G000521505	88.41
G000521565	88.96
G000521765	89.05
G000521785	88.29
G000521805	88.72
G000521865	90.99
G000522425	81.26
G000522445	78.57
G000522465	92.29
G000522985	91.82
G000523235	89.35
G000523275	89.91
G000523535	83.37
G000524335	87.66
G000524475	90.46
G000524575	87.27
G000525635	90.14
G000525655	89.14
G000525675	90.78
G000525775	87.73
G000525795	85.42
G000525875	86.39
G000525915	85.11
G000525955	86.82
G000525975	86.08
G000526155	88.32
G000526175	88.87
G000526195	94.9
G000526215	87.15
G000526235	91.67
G000526255	89.79
G000526275	89.96
G000526315	88.47
G000526375	86.16
G000526395	91.74
G000526415	89.58
G000526435	85.81
G000526455	86.44
G000526495	87.75
G000526515	90.43
G000526595	90.63
G000526635	88.97
G000526655	82.12
G000526675	88.45
G000526695	85.1
G000526715	90.72
G000526735	88.71
G000526855	90.03
G000526915	88.36
G000527015	82.98
G000527075	91.74
G000527095	86.79
G000527135	91.32
G000527155	84.99
G000527695	88.91
G000531125	88.46
G000550765	86.38
G000550785	88.21
G000550805	87.38
G000559025	89.74
G000559045	89.27
G000559085	91.48
G000564855	89.15
G000564995	88.31
G000565015	86.17
G000565075	87.61
G000565175	92.2
G000565195	79.42
G000565215	90.81
G000565255	89.62
G000565325	86.73
G000565345	85.73
G000566685	88.44
G000567965	89.66
G000568255	85.94
G000568405	91.35
G000568555	88.65
G000568675	85.66
G000568715	84.72
G000568735	91.55
G000568755	84.99
G000568775	86.45
G000568795	84.13
G000568815	92.78
G000576045	80.82
G000576125	86.01
G000576165	86.09
G000576305	87.17
G000576405	83.19
G000576425	91.0
G000576555	86.88
G000576575	90.82
G000576595	90.17
G000576635	88.8
G000577555	90.71
G000582705	91.85
G000582785	90.35
G000583135	85.99
G000583655	84.65
G000583675	87.24
G000583695	87.51
G000583775	92.41
G000583875	90.55
G000585155	92.18
G000585195	92.23
G000585215	88.53
G000585235	90.81
G000585255	85.62
G000585335	87.65
G000585355	89.8
G000585375	90.95
G000585395	85.17
G000585415	92.81
G000585495	91.84
G000585625	88.63
G000586015	89.73
G000586555	84.72
G000590475	88.29
G000590555	90.8
G000590865	78.77
G000590885	86.34
G000590925	89.59
G000591035	89.01
G000591055	86.36
G000591415	86.06
G000597725	93.9
G000597805	93.05
G000597865	87.34
G000598065	84.8
G000598465	89.08
G000598965	89.32
G000599385	89.21
G000599865	88.55
G000599885	85.45
G000599945	83.11
G000599985	83.87
G000600005	83.64
G000600335	86.15
G000600975	90.4
G000601455	87.48
G000601485	89.22
G000603945	89.55
G000607205	81.55
G000607225	81.06
G000607245	81.6
G000611675	88.11
G000612055	90.51
G000612125	86.77
G000612185	86.49
G000612225	87.72
G000612445	83.84
G000612485	89.83
G000612605	87.42
G000612625	85.28
G000612665	85.02
G000612685	90.29
G000612805	84.83
G000612825	92.67
G000612845	82.21
G000612865	84.93
G000613065	69.6
G000613185	92.79
G000613245	91.78
G000613285	88.25
G000613345	86.33
G000613505	86.03
G000613785	87.69
G000613805	90.28
G000613845	88.22
G000613925	84.02
G000614025	84.07
G000614065	83.14
G000614105	86.03
G000614145	87.47
G000614205	85.52
G000614355	87.31
G000614585	86.14
G000614975	87.58
G000615365	88.05
G000615445	89.1
G000615765	86.67
G000615805	87.29
G000615845	87.27
G000615905	89.19
G000615945	88.77
G000615975	88.84
G000616095	90.57
G000617865	89.83
G000617925	88.26
G000619785	89.86
G000619805	95.47
G000619845	86.7
G000619885	91.16
G000619905	84.98
G000619925	91.87
G000619945	86.73
G000619965	91.55
G000619985	93.33
G000620025	82.9
G000620045	90.17
G000620065	88.93
G000620085	87.88
G000620105	89.4
G000620125	88.06
G000620145	87.71
G000620165	86.36
G000620185	90.33
G000620225	90.67
G000620305	87.53
G000620425	86.65
G000620485	88.48
G000620565	87.98
G000620605	90.41
G000620625	92.72
G000620645	92.51
G000620665	92.56
G000620685	90.08
G000620705	91.53
G000620725	86.26
G000620765	85.33
G000620785	92.01
G000620885	89.94
G000620905	89.77
G000620925	90.25
G000620945	86.41
G000620965	94.81
G000620985	85.37
G000621005	89.02
G000621025	88.53
G000621125	85.75
G000621145	88.08
G000621165	86.54
G000621185	87.99
G000621325	92.56
G000621405	91.52
G000621425	91.17
G000621445	85.32
G000621465	90.35
G000621485	84.72
G000621505	87.3
G000621525	88.14
G000621545	89.14
G000621565	89.37
G000621605	91.07
G000621625	89.94
G000621665	86.35
G000621705	88.05
G000621725	91.34
G000621765	91.28
G000621805	88.05
G000621865	89.69
G000621905	90.86
G000621925	90.2
G000621965	76.04
G000621985	90.66
G000622005	88.22
G000622025	90.5
G000622045	91.75
G000622085	89.77
G000622125	90.01
G000622145	89.92
G000622185	89.78
G000622245	90.76
G000622325	91.53
G000622345	91.19
G000622365	91.19
G000622385	91.94
G000622405	91.25
G000622425	89.22
G000622895	87.66
G000626635	86.98
G000626675	90.86
G000632125	90.06
G000632455	87.89
G000632495	83.16
G000632515	85.68
G000632715	85.52
G000632805	88.25
G000632845	76.57
G000632985	87.85
G000633215	92.35
G000633375	86.19
G000633415	91.61
G000633455	86.9
G000633935	89.6
G000634355	90.16
G000634435	91.96
G000634595	91.31
G000634615	92.18
G000634635	90.34
G000634675	91.11
G000634855	90.08
G000635455	91.42
G000635515	90.59
G000635535	90.88
G000635575	89.6
G000635595	90.37
G000635715	91.0
G000635875	90.33
G000647675	90.83
G000647975	92.24
G000648015	88.85
G000648175	88.35
G000648515	88.42
G000648615	84.57
G000661895	89.81
G000661955	88.34
G000671395	91.99
G000681355	84.03
G000681495	88.51
G000682715	91.78
G000682755	91.15
G000682775	91.92
G000684975	87.46
G000685155	88.25
G000685215	91.33
G000685235	91.7
G000685275	91.49
G000685295	91.06
G000685315	90.73
G000685355	90.82
G000685395	90.46
G000685805	83.16
G000686005	89.61
G000686065	88.98
G000686125	86.81
G000686145	81.9
G000686505	88.9
G000686525	89.93
G000686565	84.09
G000686605	83.03
G000686625	89.8
G000686645	87.8
G000686665	87.09
G000686705	81.47
G000686725	86.23
G000686825	86.7
G000686845	87.67
G000686865	85.94
G000686885	90.9
G000686905	91.75
G000686945	89.46
G000686965	89.61
G000687145	92.85
G000687395	90.64
G000687415	90.6
G000687435	88.01
G000687515	82.74
G000687535	90.19
G000687555	89.24
G000687655	92.69
G000687675	91.29
G000687695	91.58
G000687715	93.09
G000687735	92.28
G000687795	87.86
G000687835	92.73
G000687875	90.54
G000687915	90.53
G000687955	81.63
G000687975	91.41
G000688015	89.68
G000688035	92.3
G000688095	92.0
G000688115	87.85
G000688235	91.42
G000688255	90.53
G000688295	89.87
G000688335	90.23
G000688375	84.3
G000688395	91.4
G000688415	89.74
G000688455	91.73
G000688475	91.6
G000688515	89.96
G000688615	89.23
G000688835	88.33
G000689175	82.87
G000689195	92.38
G000689255	91.88
G000689355	75.52
G000689375	83.77
G000689395	90.32
G000689415	88.59
G000689615	72.71
G000689635	71.67
G000689655	72.11
G000691225	93.18
G000691505	80.97
G000691545	93.55
G000691605	92.35
G000691645	90.71
G000691665	90.95
G000691685	90.99
G000691725	91.27
G000691745	90.64
G000691805	87.19
G000691865	85.19
G000694955	88.08
G000695055	84.36
G000695095	92.51
G000695235	85.19
G000695255	86.73
G000695795	90.34
G000695975	90.07
G000696095	88.44
G000696185	83.83
G000696325	86.62
G000696365	83.08
G000696485	89.32
G000696615	88.78
G000697965	86.63
G000698105	83.98
G000698125	87.66
G000698145	83.66
G000698185	84.97
G000698575	87.39
G000698595	84.24
G000698785	85.86
G000699505	94.65
G000699585	85.76
G000700845	90.26
G000700865	90.26
G000700885	90.27
G000700905	90.28
G000700925	90.23
G000701265	87.83
G000701305	88.68
G000701345	82.69
G000701365	91.89
G000701405	86.25
G000701425	86.78
G000701445	91.53
G000701465	92.03
G000701505	90.91
G000701545	91.3
G000701585	89.55
G000701625	89.06
G000701645	86.33
G000701665	86.58
G000701685	87.5
G000701705	84.08
G000701725	90.3
G000701905	87.99
G000701925	83.15
G000701945	87.62
G000701965	93.13
G000702005	89.47
G000702025	88.27
G000702045	86.98
G000702065	89.61
G000702085	93.24
G000702125	89.63
G000702145	90.31
G000702165	88.44
G000702225	89.24
G000702245	90.22
G000702265	90.34
G000702285	89.21
G000702305	89.52
G000702325	85.3
G000702425	95.91
G000702445	93.24
G000702465	92.1
G000702485	86.34
G000702505	82.54
G000702525	89.55
G000702545	87.85
G000702585	88.9
G000702665	87.32
G000702685	93.46
G000702765	92.36
G000702825	93.47
G000702845	89.15
G000702885	85.77
G000702945	82.94
G000703005	90.89
G000703065	89.85
G000703085	93.85
G000703125	84.65
G000703165	88.85
G000705255	93.09
G000705335	87.18
G000705555	90.99
G000706625	74.04
G000706645	79.52
G000706685	84.08
G000708045	92.31
G000708265	87.7
G000708545	71.62
G000708885	91.84
G000709085	85.34
G000709435	90.0
G000709555	86.35
G000709715	89.22
G000709735	81.29
G000709755	81.34
G000709775	81.33
G000709795	81.74
G000709815	81.55
G000709835	81.47
G000709855	81.36
G000709875	80.97
G000709935	87.03
G000710465	84.56
G000710505	86.01
G000710615	85.91
G000710735	89.92
G000710775	84.81
G000710935	91.27
G000711195	91.99
G000711215	86.31
G000711225	87.05
G000711235	89.82
G000711245	91.28
G000711295	90.6
G000711305	89.96
G000711315	90.53
G000711715	92.84
G000711725	88.07
G000711735	89.23
G000711795	87.1
G000711805	86.57
G000711825	85.99
G000711875	87.87
G000711885	87.71
G000711905	90.38
G000711955	87.38
G000711965	85.61
G000711975	88.79
G000711985	91.25
G000712035	90.24
G000712055	85.68
G000712275	91.42
G000712295	88.98
G000712315	90.78
G000712595	84.15
G000712635	86.75
G000714535	90.73
G000714545	90.04
G000714705	85.45
G000714715	88.32
G000714765	92.0
G000714815	86.38
G000714935	89.0
G000715015	91.52
G000715205	88.19
G000715475	87.73
G000715495	86.38
G000715505	90.33
G000715825	73.71
G000715895	75.8
G000715975	60.45
G000716215	78.92
G000716595	90.09
G000716675	88.29
G000716715	89.93
G000716755	88.85
G000716805	86.92
G000717025	86.8
G000717135	88.93
G000717175	90.23
G000717335	89.86
G000717345	86.67
G000717475	88.34
G000717715	86.11
G000717745	88.52
G000718005	84.24
G000718015	86.43
G000718025	86.76
G000718085	89.82
G000718095	88.16
G000718255	90.11
G000718315	87.4
G000718325	89.94
G000718475	89.01
G000718595	87.01
G000718635	86.38
G000718985	86.94
G000719025	89.71
G000719115	91.66
G000719135	89.09
G000719265	87.81
G000719275	90.45
G000719335	87.21
G000719515	88.09
G000719955	87.7
G000719975	89.72
G000720035	90.76
G000720335	91.94
G000720425	88.19
G000720455	88.57
G000720475	86.26
G000720925	90.63
G000720955	90.72
G000720965	87.91
G000721075	86.85
G000721105	86.74
G000721235	88.37
G000721265	88.18
G000721275	88.99
G000721445	86.55
G000722615	88.4
G000722635	80.26
G000722885	90.42
G000722915	87.84
G000723165	88.77
G000723185	91.36
G000723205	88.74
G000723405	92.74
G000723425	89.79
G000723465	87.02
G000723505	89.31
G000723525	83.38
G000723565	90.66
G000723585	86.17
G000723745	87.26
G000724145	89.74
G000724485	81.58
G000724545	84.78
G000724605	87.97
G000724625	89.95
G000724755	78.98
G000724775	84.7
G000725025	88.6
G000725035	88.77
G000725165	84.39
G000725175	85.42
G000725365	87.73
G000725405	88.11
G000725425	91.54
G000725485	88.31
G000725495	85.7
G000725795	89.4
G000729985	89.15
G000730245	89.18
G000730285	83.58
G000730365	88.13
G000730385	89.35
G000730405	88.15
G000730445	88.16
G000730475	87.6
G000731315	88.47
G000731795	86.69
G000731955	88.27
G000731985	84.47
G000732325	87.4
G000732535	87.6
G000732605	88.68
G000732625	92.37
G000732635	84.69
G000732725	87.56
G000732905	86.41
G000732925	90.89
G000732945	88.93
G000733125	91.33
G000733415	80.02
G000733475	91.66
G000733515	84.03
G000733585	85.02
G000733725	91.03
G000733765	91.33
G000733775	88.29
G000733855	85.23
G000733915	89.97
G000733925	87.73
G000733935	87.61
G000733945	88.98
G000734015	93.17
G000734035	91.93
G000734895	81.22
G000735045	90.71
G000735105	89.3
G000735135	88.89
G000735195	86.39
G000735345	87.42
G000735365	88.17
G000735455	89.4
G000735515	88.33
G000735585	89.13
G000735605	88.39
G000735695	84.6
G000736415	92.41
G000736515	91.49
G000737065	89.98
G000737315	91.74
G000737325	92.12
G000737335	89.84
G000737515	85.53
G000737535	88.82
G000737575	92.21
G000737595	87.57
G000737665	88.4
G000737695	87.48
G000737705	88.32
G000737765	88.23
G000737775	87.94
G000737845	84.52
G000737865	88.44
G000737945	78.49
G000737985	87.47
G000738005	87.03
G000738435	90.41
G000738775	90.95
G000738785	86.99
G000739065	89.72
G000739085	89.28
G000739375	86.57
G000739455	90.93
G000739475	92.16
G000739515	84.68
G000739535	84.2
G000739555	88.75
G000739575	86.2
G000739595	83.97
G000739615	89.97
G000739695	89.9
G000739715	91.59
G000739795	86.75
G000739895	90.29
G000739915	85.95
G000739935	88.54
G000739995	92.1
G000740015	87.63
G000740055	87.52
G000740095	89.95
G000740455	85.86
G000740655	88.54
G000740715	88.52
G000740785	89.29
G000740795	88.58
G000740805	84.02
G000740855	84.36
G000740865	84.1
G000741135	86.14
G000741165	86.57
G000741175	86.24
G000741205	84.56
G000741215	88.02
G000741255	87.83
G000741285	86.89
G000741525	83.83
G000741575	87.18
G000741645	86.94
G000741695	85.93
G000741705	88.0
G000741715	88.49
G000741765	85.96
G000741775	83.68
G000741785	86.39
G000741845	89.74
G000742095	89.42
G000742475	89.16
G000742835	85.03
G000743525	93.17
G000743535	92.7
G000743575	89.66
G000743635	90.36
G000743705	90.53
G000743715	87.72
G000743945	88.35
G000744105	90.93
G000744185	80.77
G000744225	87.65
G000744255	87.6
G000744275	90.17
G000744285	82.8
G000744375	84.71
G000744415	92.57
G000744435	95.89
G000744455	81.41
G000744465	90.12
G000744505	88.62
G000744515	89.44
G000744555	90.56
G000744655	86.45
G000744705	86.56
G000744735	91.0
G000744755	81.53
G000744775	90.43
G000744785	87.43
G000744815	87.65
G000744825	82.7
G000744835	88.18
G000744875	89.36
G000744885	92.55
G000744895	90.77
G000744935	79.94
G000744955	90.39
G000744995	91.5
G000745065	93.83
G000745125	83.96
G000745135	89.16
G000745175	90.6
G000745185	91.89
G000745265	88.44
G000745345	82.91
G000745395	89.24
G000745425	82.08
G000745455	88.51
G000745475	88.95
G000745485	79.61
G000745545	88.87
G000745655	86.9
G000745725	87.53
G000745735	87.55
G000745835	87.07
G000745845	86.8
G000745855	91.56
G000745895	84.63
G000745905	84.35
G000745915	87.82
G000745955	86.21
G000745965	83.86
G000745975	89.32
G000746015	90.84
G000746025	87.24
G000746035	89.4
G000746085	84.56
G000746095	91.63
G000746135	80.93
G000746155	93.18
G000746195	92.27
G000746205	87.89
G000746255	93.83
G000746275	83.25
G000746435	93.11
G000746525	89.07
G000746585	85.68
G000746645	87.91
G000746745	89.53
G000746765	90.56
G000746845	91.81
G000746875	83.65
G000747075	92.77
G000747095	93.94
G000747155	91.86
G000747315	91.14
G000747345	81.24
G000747525	86.69
G000747605	88.83
G000747625	87.15
G000747645	87.72
G000750005	83.34
G000750175	80.2
G000750515	86.67
G000750535	86.45
G000750635	81.34
G000750655	94.82
G000750955	89.95
G000751075	83.41
G000751295	89.4
G000751535	85.09
G000751555	87.04
G000751675	84.91
G000751775	80.27
G000752035	85.1
G000752095	89.04
G000752215	88.13
G000752395	80.05
G000752675	87.54
G000753355	82.37
G000753575	90.14
G000753715	93.81
G000753735	93.57
G000753795	88.81
G000753855	86.65
G000753865	86.89
G000753945	87.16
G000754095	91.04
G000754265	87.47
G000754275	88.87
G000754435	93.64
G000754445	94.62
